0.0042909654	-0.079035655	-0.014805716	0.016626483	0.024456786	0.047351304	-0.04721867	-0.045855608	0.045925442	-0.02564083	0.036851164	0.08071817	0.016387023	0.015021041	0.013923179	0.037258502
-0.030805752	-0.0012203164	-0.12274265	0.0812552	0.01804784	0.08105921	0.059302013	-0.11518065	-0.08906707	-0.12749109	0.12972854	-0.009674197	-0.10653647	-0.11988148	-0.04083953	0.084062085
-0.107771516	0.012677121	-0.1894727	0.2126044	0.08779183	0.19787447	-0.018604066	-0.14955166	-0.15670112	-0.17609522	0.25488192	-0.020939525	-0.115189545	-0.2004383	0.019963281	0.08648193
0.26190892	-0.20061454	0.5699959	-0.39394984	-0.17258565	-0.472922	-0.31220642	0.44967633	0.3713667	0.5297191	-0.36768627	0.17333564	0.35151854	0.3637819	0.36142606	-0.36888143
-0.009557835	-0.033329606	0.025165122	-0.09294957	0.070012614	-0.015235911	-0.070589684	0.056712754	0.07455334	0.09162523	-0.0016835702	0.032892887	0.05091668	-0.027542528	0.04936907	-0.0014152895
-0.066996604	0.120424315	-0.1008529	0.050624583	0.13822767	0.052797757	0.11287193	-0.0798434	-0.056789532	-0.04211674	0.13795094	-0.094160296	-0.12256484	-0.09925683	-0.096305706	0.06755935
0.2512482	-0.2609435	0.5036883	-0.42950377	-0.16161732	-0.43752337	-0.32077464	0.36857757	0.379297	0.5142424	-0.3977285	0.27774036	0.33458403	0.2706979	0.31454453	-0.37010023
-0.010849192	-0.019197822	-0.0629164	0.039464545	0.053933762	0.041518494	0.038914792	-0.057539962	-0.0017863007	-0.059536856	0.040933438	0.002760584	-0.081984445	-0.10093533	-0.008493503	0.10114428
0.22649947	-0.26534665	0.42921048	-0.38202286	-0.15680486	-0.4093304	-0.3184102	0.42317486	0.34244454	0.45481208	-0.30411357	0.2279261	0.32406703	0.33788544	0.34409997	-0.26366302
-0.010231208	-0.06262097	-0.04636961	-0.0012161637	-0.06134498	-0.0028166338	0.018750604	-0.029885048	0.06474233	0.040604066	0.0098207295	0.041307576	0.011717818	-0.016583793	0.007624591	-0.0047905827
0.24217981	-0.3117784	0.48862612	-0.44378158	-0.20082064	-0.4374052	-0.34729472	0.40431264	0.4609466	0.46611497	-0.41228744	0.29490548	0.37240082	0.33447364	0.37943244	-0.41273218
-0.066842996	0.027202275	-0.098068625	0.04960085	0.010781894	0.10919135	-0.033895068	-0.08552919	-0.053342387	-0.08081149	0.09071739	0.019380355	-0.11945402	-0.05072212	-0.032894604	0.08950341
0.09565204	-0.09623977	0.3007846	-0.30564442	-0.06806887	-0.26846215	-0.15288474	0.2850572	0.21058485	0.26837397	-0.28802985	0.08927468	0.2664801	0.25174978	0.15420322	-0.17316388
-0.15347946	0.112217866	-0.4457912	0.3855834	0.18642125	0.34869084	0.15860529	-0.21319212	-0.27583092	-0.42572227	0.4056757	-0.0726941	-0.32145044	-0.3325675	-0.2136865	0.23853257
-0.050234538	-0.031166784	-0.08318787	0.0411397	0.112728104	0.054862108	0.03347226	-0.01645687	-0.006626645	0.015399496	0.08658662	0.0022942072	-0.008642402	-0.034507822	-0.013141766	-0.002629884
-0.030380053	-0.0774265	0.03376974	0.008381044	0.00049836794	-0.014404607	-0.018037602	0.003074011	0.02111043	-0.0026741247	0.06046385	0.062861525	-0.036905937	0.00869987	0.036272466	-0.048276145
-0.09503624	0.044699926	-0.06830909	0.13358879	0.10069493	0.04608234	0.01850978	-0.08151983	-0.028915685	-0.1068587	0.06820333	-0.03298357	-0.043040946	-0.12489197	-0.058294546	0.09659794
-0.008367042	0.018265484	0.13675565	-0.08614014	0.06676158	-0.08804538	-0.054482702	0.04517434	0.08060991	0.021003313	0.0059351367	-0.056648616	-0.013155606	-0.0056125135	-0.035141405	0.030928815
0.09953854	-0.030212037	-0.04244274	0.08310862	-0.06714206	-0.012574744	-0.052290563	0.016928677	-0.0069440287	-0.04306284	-0.012700397	0.0648429	-0.032892328	0.048683107	-0.0063310876	-0.06533064
0.23845382	-0.14052261	0.36828786	-0.27865946	-0.18785986	-0.25264177	-0.14987984	0.23093304	0.26345196	0.31045988	-0.30662957	0.12413531	0.22676201	0.2268152	0.24373318	-0.19510603
0.09557838	-0.10155537	0.070284724	-0.08413458	-0.14678532	-0.09346537	-0.06370703	0.091929026	0.08768069	0.09572942	-0.04332723	0.09135911	0.055928774	0.09201085	0.11995253	-0.07276954
-0.048613474	-0.006691872	-0.0036254474	-0.011460774	0.068642475	-0.012296227	-0.012224291	-0.030074926	0.026619071	0.011970496	0.014612707	-0.042782698	-0.0018384282	-0.015344802	-0.020311527	0.06210789
0.029729612	-0.028645067	-0.058414605	0.07411134	-0.047676302	0.031555727	-0.014789002	-0.037194036	-0.015420582	-0.057251003	0.12906781	0.04919581	-0.09490347	-0.07547535	-0.008206203	0.054411355
0.06599381	-0.09082197	-0.073401906	0.0559572	-0.021268608	0.0069946246	-0.0714742	0.027416715	0.061569832	-0.08060636	0.07588629	0.065195575	-0.049029876	-0.02222957	0.06505492	-0.0012969108
0.002519884	0.008642219	-0.010941236	0.023251154	0.048109826	-0.07377409	-0.08538856	0.07247336	0.06518813	0.046236437	0.006754927	0.049091022	-0.01847182	-0.027627632	-0.002075167	-0.022546388
0.27889222	-0.29205766	0.3373188	-0.37337488	-0.13903393	-0.38341942	-0.25987038	0.3666223	0.29999298	0.36540824	-0.30507624	0.23792197	0.29642072	0.28741586	0.26976642	-0.33095187
0.08308878	-0.16728383	0.045258142	-0.032827865	-0.1284835	-0.06725912	-0.119589224	0.06391286	0.07306433	0.062117983	-0.0708739	0.074342296	0.13379568	0.024034077	0.16226518	-0.06667519
-0.11127258	0.046944514	-0.14469858	0.06287168	0.025426283	0.07534341	0.092662275	-0.14717647	-0.0552976	-0.15648745	0.10340295	-0.12444615	-0.08099899	-0.12984441	-0.1230544	0.14664096
